【实时弹幕】,1663914906785,2022-09-23 14:35:06,jd_60bd9f69bc0f5,在
【用户正在购买】,1663914953231,2022-09-23 14:35:53,u_895gxg51ycl7,143号
【实时弹幕】,1663914970852,2022-09-23 14:36:10,jd_60bd9f69bc0f5,😂
【实时弹幕】,1663914992241,2022-09-23 14:36:32,jd_60bd9f69bc0f5,生产日期是什么时候的
【用户加入购物车】,1663915082967,2022-09-23 14:38:02,jd_60bd9f69bc0f5,65号
【用户正在购买】,1663915083967,2022-09-23 14:38:03,jd_60bd9f69bc0f5,65号
【用户正在购买】,1663915105123,2022-09-23 14:38:25,u_1yb8pcx3udej,145号
【实时弹幕】,1663915115729,2022-09-23 14:38:35,jd_60bd9f69bc0f5,我拍三份价格怎么是326
【实时弹幕】,1663915145856,2022-09-23 14:39:05,jd_60bd9f69bc0f5,好的
【实时弹幕】,1663915175309,2022-09-23 14:39:35,jd_60bd9f69bc0f5,有选择困难症
【主播推送商品】,1663915176510,2022-09-23 14:39:36,主播,65号
【用户正在购买】,1663915181159,2022-09-23 14:39:41,我是蜻蜓队长,65号
【实时弹幕】,1663915250099,2022-09-23 14:40:50,jd_60bd9f69bc0f5,充值没有看到
【用户正在购买】,1663915295650,2022-09-23 14:41:35,u_bk8cn6t4hf87,122号
【用户正在购买】,1663915311433,2022-09-23 14:41:51,u_bk8cn6t4hf87,118号
【用户正在购买】,1663915333119,2022-09-23 14:42:13,u_bk8cn6t4hf87,103号
【实时弹幕】,1663915378390,2022-09-23 14:42:58,jd_60bd9f69bc0f5,我还是没看到储值
【实时弹幕】,1663915428436,2022-09-23 14:43:48,jd_60bd9f69bc0f5,看到了
【用户正在购买】,1663915442497,2022-09-23 14:44:02,jd_DRBiLukWWqaF,141号
【实时弹幕】,1663915444888,2022-09-23 14:44:04,jd_60bd9f69bc0f5,好小的图标
【用户正在购买】,1663915452950,2022-09-23 14:44:12,jd_sGGCRIuyAzDM,128号
【用户加入购物车】,1663915468419,2022-09-23 14:44:28,jd_sGGCRIuyAzDM,128号
【用户领券】,1663915472048,2022-09-23 14:44:32,jd_sGGCRIuyAzDM,领取了满199减130元券
【用户领券】,1663915492345,2022-09-23 14:44:52,绅士哥哥哟,领取了满400减270元券
【用户领券】,1663915494747,2022-09-23 14:44:54,绅士哥哥哟,领取了满300减200元券
【用户领券】,1663915496191,2022-09-23 14:44:56,绅士哥哥哟,领取了满199减130元券
【用户正在购买】,1663915501360,2022-09-23 14:45:01,jd_sGGCRIuyAzDM,128号
【用户加入购物车】,1663915512711,2022-09-23 14:45:12,绅士哥哥哟,139号
【用户加入购物车】,1663915516226,2022-09-23 14:45:16,绅士哥哥哟,139号
【实时弹幕】,1663915523060,2022-09-23 14:45:23,jd_60bd9f69bc0f5,冲完了
【用户加入购物车】,1663915529402,2022-09-23 14:45:29,绅士哥哥哟,138号
【用户加入购物车】,1663915529592,2022-09-23 14:45:29,jd_60bd9f69bc0f5,65号
【用户加入购物车】,1663915530440,2022-09-23 14:45:30,绅士哥哥哟,138号
【用户正在购买】,1663915531120,2022-09-23 14:45:31,jd_60bd9f69bc0f5,65号
【主播推送商品】,1663915535780,2022-09-23 14:45:35,主播,65号
【主播推送商品】,1663915544967,2022-09-23 14:45:44,主播,65号
【用户正在购买】,1663915546372,2022-09-23 14:45:46,jd_60bd9f69bc0f5,65号
【用户正在购买】,1663915580070,2022-09-23 14:46:20,爱吃辣椒炒肉的小佳,129号
【实时弹幕】,1663915613447,2022-09-23 14:46:53,jd_60bd9f69bc0f5,我第一单54，第二单怎么是59
【用户正在购买】,1663915678152,2022-09-23 14:47:58,jd_76b6f2477b15e,143号
【实时弹幕】,1663915680400,2022-09-23 14:48:00,jd_60bd9f69bc0f5,在弹一下页面
【主播推送商品】,1663915687406,2022-09-23 14:48:07,主播,65号
【用户正在购买】,1663915690235,2022-09-23 14:48:10,jd_60bd9f69bc0f5,65号
【实时弹幕】,1663915721703,2022-09-23 14:48:41,绅士哥哥哟,直播间这个优惠券怎么用
【实时弹幕】,1663915749918,2022-09-23 14:49:09,绅士哥哥哟,怎么直接支付啊
【用户领券】,1663915776528,2022-09-23 14:49:36,花博艺yyds,领取了满199减130元券
【用户领券】,1663915778260,2022-09-23 14:49:38,花博艺yyds,领取了满300减200元券
【用户领券】,1663915780047,2022-09-23 14:49:40,花博艺yyds,领取了满400减270元券
【实时弹幕】,1663915787755,2022-09-23 14:49:47,绅士哥哥哟,就是100号链接以后不能再使用优惠券了是吧
【实时弹幕】,1663915815570,2022-09-23 14:50:15,绅士哥哥哟,好的
【实时弹幕】,1663916002061,2022-09-23 14:53:22,jd_60bd9f69bc0f5,我三份买完了
【实时弹幕】,1663916008786,2022-09-23 14:53:28,jd_60bd9f69bc0f5,怎么抽奖
【用户正在购买】,1663916015144,2022-09-23 14:53:35,bjAAdxwVQGMb,143号
【用户正在购买】,1663916027511,2022-09-23 14:53:47,bjAAdxwVQGMb,143号
【用户关注】,1663916041689,2022-09-23 14:54:01,jd_60bd9f69bc0f5
【实时弹幕】,1663916046082,2022-09-23 14:54:06,jd_60bd9f69bc0f5,点了
【实时弹幕】,1663916067872,2022-09-23 14:54:27,jd_60bd9f69bc0f5,下单抽大奖
【实时弹幕】,1663916093552,2022-09-23 14:54:53,jd_60bd9f69bc0f5,嗯
【实时弹幕】,1663916228454,2022-09-23 14:57:08,jd_70c15cb248beb,储蓄卡在哪
【用户正在购买】,1663916357876,2022-09-23 14:59:17,bjAAdxwVQGMb,143号
【用户正在购买】,1663916370779,2022-09-23 14:59:30,pingan899,131号
【用户正在购买】,1663916417646,2022-09-23 15:00:17,pingan899,131号
【用户正在购买】,1663916538116,2022-09-23 15:02:18,pingan899,100号
【用户正在购买】,1663916583396,2022-09-23 15:03:03,pingan899,132号
【用户正在购买】,1663916587807,2022-09-23 15:03:07,u_wnzsw6r3ik97,129号
【用户正在购买】,1663916600948,2022-09-23 15:03:20,pingan899,131号
【用户领券】,1663916771655,2022-09-23 15:06:11,pingan899,领取了满199减130元券
【用户领券】,1663916774945,2022-09-23 15:06:14,pingan899,领取了满300减200元券
【用户领券】,1663916777773,2022-09-23 15:06:17,pingan899,领取了满400减270元券
【主播推送商品】,1663916847471,2022-09-23 15:07:27,主播,131号
【实时弹幕】,1663916849389,2022-09-23 15:07:29,jd_70c15cb248beb,买了储蓄卡，付款满169了
【用户关注】,1663916874142,2022-09-23 15:07:54,飘扬飘扬扬
【主播弹幕】,1663917636667,2022-09-23 15:20:36,主播,1-60专区满减400-270，
